Date,Team,Player,Acquired,Relinquished,Notes,EstimatedDaysOut
2024-04-10,Raptors,• R.J. Barrett,,• R.J. Barrett,placed on IL with left knee injury,
2024-04-11,Raptors,• R.J. Barrett,• R.J. Barrett,,activated from IL,1.0
2024-04-14,Raptors,• R.J. Barrett,,• R.J. Barrett,sore knee (out for season),
2024-10-08,Raptors,• R.J. Barrett,,• R.J. Barrett,placed on IL with shoulder injury,
2024-10-28,Raptors,• R.J. Barrett,• R.J. Barrett,,activated from IL,20.0
2024-12-19,Raptors,• R.J. Barrett,,• R.J. Barrett,illness (DTD),
2024-12-23,Raptors,• R.J. Barrett,• R.J. Barrett,,returned to lineup,4.0
2024-12-30,Raptors,• R.J. Barrett,,• R.J. Barrett,placed on IL with illness,
2025-01-06,Raptors,• R.J. Barrett,• R.J. Barrett,,activated from IL,7.0
2025-02-04,Raptors,• R.J. Barrett,,• R.J. Barrett,placed on IL with concussion protocol,
2025-02-12,Raptors,• R.J. Barrett,• R.J. Barrett,,activated from IL,8.0
2025-03-16,Raptors,• R.J. Barrett,,• R.J. Barrett,placed on IL with illness,
2025-03-19,Raptors,• R.J. Barrett,• R.J. Barrett,,activated from IL,3.0
2021-02-28,Nuggets,• R.J. Hampton,,• R.J. Hampton,placed on IL with NBA health and safety protocols,
2021-03-18,Nuggets,• R.J. Hampton,• R.J. Hampton,,activated from IL,18.0
2021-03-26,Magic,• R.J. Hampton,,• R.J. Hampton,placed on IL with NBA health and safety protocols,
2021-03-28,Magic,• R.J. Hampton,• R.J. Hampton,,activated from IL,2.0
2021-12-17,Magic,• R.J. Hampton,,• R.J. Hampton,placed on IL with NBA health and safety protocols,
2021-12-25,Magic,• R.J. Hampton,• R.J. Hampton,,activated from IL,8.0
2022-01-20,Magic,• R.J. Hampton,,• R.J. Hampton,placed on IL with left knee injury,
2022-02-24,Magic,• R.J. Hampton,• R.J. Hampton,,activated from IL,35.0
2023-11-06,Heat,• R.J. Hampton,,• R.J. Hampton,placed on IL with illness,
2023-11-11,Heat,• R.J. Hampton,• R.J. Hampton,,activated from IL,5.0
2023-11-15,Heat,• R.J. Hampton,,• R.J. Hampton,placed on IL with sprained right knee,
2023-12-07,Heat,• R.J. Hampton,• R.J. Hampton,,activated from IL,22.0
2024-01-08,Heat,• R.J. Hampton,,• R.J. Hampton,placed on IL with illness,
2024-01-09,Heat,• R.J. Hampton,• R.J. Hampton,,activated from IL,1.0
2015-10-28,Celtics,• R.J. Hunter,,• R.J. Hunter,placed on IL will illness,
2015-10-30,Celtics,• R.J. Hunter,• R.J. Hunter,,activated from IL,2.0
2015-12-07,Celtics,• R.J. Hunter,,• R.J. Hunter,strained left hip flexor (DTD),
2015-12-11,Celtics,• R.J. Hunter,,• R.J. Hunter,placed on IL with strained left hip flexor,
2015-12-15,Celtics,• R.J. Hunter,• R.J. Hunter,,activated from IL,4.0
2016-01-02,Celtics,• R.J. Hunter,,• R.J. Hunter,left shoulder subluxation (DTD),
2016-01-06,Celtics,• R.J. Hunter,• R.J. Hunter,,returned to lineup,4.0
2016-01-25,Celtics,• R.J. Hunter,,• R.J. Hunter,placed on IL,
2016-01-27,Celtics,• R.J. Hunter,• R.J. Hunter,,activated from IL,2.0
2016-01-31,Celtics,• R.J. Hunter,,• R.J. Hunter,placed on IL,
2016-02-03,Celtics,• R.J. Hunter,• R.J. Hunter,,activated from IL,3.0
2016-02-05,Celtics,• R.J. Hunter,,• R.J. Hunter,placed on IL,
2016-02-07,Celtics,• R.J. Hunter,• R.J. Hunter,,activated from IL,2.0
2016-10-29,Bulls,• R.J. Hunter,,• R.J. Hunter,placed on IL,
2016-11-02,Bulls,• R.J. Hunter,• R.J. Hunter,,activated from IL,4.0
2016-11-04,Bulls,• R.J. Hunter,,• R.J. Hunter,placed on IL,
2016-11-15,Bulls,• R.J. Hunter,• R.J. Hunter,,activated from IL,11.0
2016-12-08,Bulls,• R.J. Hunter,,• R.J. Hunter,placed on IL,
2016-12-13,Bulls,• R.J. Hunter,• R.J. Hunter,,activated from IL,5.0
2016-12-15,Bulls,• R.J. Hunter,,• R.J. Hunter,placed on IL,
2018-01-30,Rockets,• R.J. Hunter,,• R.J. Hunter,placed on IL,
2018-03-25,Rockets,• R.J. Hunter,• R.J. Hunter,,activated from IL,54.0
2018-03-30,Rockets,• R.J. Hunter,,• R.J. Hunter,placed on IL,
2018-04-05,Rockets,• R.J. Hunter,• R.J. Hunter,,activated from IL,6.0
2018-04-10,Rockets,• R.J. Hunter,,• R.J. Hunter,placed on IL,
2018-04-11,Rockets,• R.J. Hunter,• R.J. Hunter,,activated from IL,1.0
2016-01-05,Kings,• Rajon Rondo,,• Rajon Rondo,back spasms (DTD),
2016-01-07,Kings,• Rajon Rondo,• Rajon Rondo,,returned to lineup,2.0
2016-02-26,Kings,• Rajon Rondo,,• Rajon Rondo,right thumb tendinitis (DTD),
2016-02-29,Kings,• Rajon Rondo,• Rajon Rondo,,returned to lineup,3.0
2016-03-16,Kings,• Rajon Rondo,,• Rajon Rondo,sprained right thumb / sprained toe (CBC Y) (DTD),
2016-03-18,Kings,• Rajon Rondo,• Rajon Rondo,,returned to lineup,2.0
2016-03-28,Kings,• Rajon Rondo,,• Rajon Rondo,rest (DTD),
2016-04-02,Kings,• Rajon Rondo,,• Rajon Rondo,rest (DTD),
2016-04-07,Kings,• Rajon Rondo,,• Rajon Rondo,rest (DTD),
2016-04-09,Kings,• Rajon Rondo,,• Rajon Rondo,rest (DTD),
2016-04-11,Kings,• Rajon Rondo,,• Rajon Rondo,rest (DTD),
2016-04-13,Kings,• Rajon Rondo,,• Rajon Rondo,rest (DTD),
2016-11-14,Bulls,• Rajon Rondo,,• Rajon Rondo,sore/sprained left ankle (DTD),
2016-11-15,Bulls,• Rajon Rondo,,• Rajon Rondo,sprained left ankle (DTD),
2016-11-19,Bulls,• Rajon Rondo,• Rajon Rondo,,returned to lineup,4.0
2016-12-13,Bulls,• Rajon Rondo,,• Rajon Rondo,placed on IL with sprained right ankle,
2016-12-15,Bulls,• Rajon Rondo,• Rajon Rondo,,activated from IL,2.0
2017-03-06,Bulls,• Rajon Rondo,,• Rajon Rondo,placed on IL with sprained right ankle,
2017-03-08,Bulls,• Rajon Rondo,• Rajon Rondo,,activated from IL,2.0
2017-04-06,Bulls,• Rajon Rondo,,• Rajon Rondo,placed on IL with sprained right wrist,
2017-04-12,Bulls,• Rajon Rondo,• Rajon Rondo,,activated from IL,6.0
2017-04-21,Bulls,• Rajon Rondo,,• Rajon Rondo,placed on IL with fractured right thumb (out for season),
2017-10-09,Pelicans,• Rajon Rondo,,• Rajon Rondo,surgery to repair sports hernia (out indefinitely),
2017-10-17,Pelicans,• Rajon Rondo,,• Rajon Rondo,placed on IL recovering from surgery to repair sports hernia,
2017-11-13,Pelicans,• Rajon Rondo,• Rajon Rondo,,activated from IL,27.0
2017-12-08,Pelicans,• Rajon Rondo,,• Rajon Rondo,rest (DTD),
2017-12-10,Pelicans,• Rajon Rondo,• Rajon Rondo,,returned to lineup,2.0
2018-03-17,Pelicans,• Rajon Rondo,,• Rajon Rondo,rest (DTD),
2018-03-18,Pelicans,• Rajon Rondo,• Rajon Rondo,,returned to lineup,1.0
2018-03-24,Pelicans,• Rajon Rondo,,• Rajon Rondo,sprained right wrist (DTD),
2018-03-27,Pelicans,• Rajon Rondo,,• Rajon Rondo,sprained right wrist (DTD),
2018-03-30,Pelicans,• Rajon Rondo,• Rajon Rondo,,returned to lineup,3.0
2018-11-15,Lakers,• Rajon Rondo,,• Rajon Rondo,fractured right hand (out indefinitely),
2018-11-17,Lakers,• Rajon Rondo,,• Rajon Rondo,placed on IL with fractured right hand,
2018-12-21,Lakers,• Rajon Rondo,• Rajon Rondo,,activated from IL,34.0
2018-12-26,Lakers,• Rajon Rondo,,• Rajon Rondo,right finger injury (out indefinitely),
2018-12-27,Lakers,• Rajon Rondo,,• Rajon Rondo,placed on IL with right finger injury,
2018-12-28,Lakers,• Rajon Rondo,,• Rajon Rondo,surgery on right finger (out indefinitely),
2019-01-24,Lakers,• Rajon Rondo,• Rajon Rondo,,activated from IL,27.0
2019-10-22,Lakers,• Rajon Rondo,,• Rajon Rondo,placed on IL with right calf injury,
2019-11-12,Lakers,• Rajon Rondo,• Rajon Rondo,,activated from IL,21.0
2019-12-08,Lakers,• Rajon Rondo,,• Rajon Rondo,placed on IL with strained left hamstring,
2019-12-13,Lakers,• Rajon Rondo,• Rajon Rondo,,activated from IL,5.0
2020-01-13,Lakers,• Rajon Rondo,,• Rajon Rondo,placed on IL with fractured finger,
2020-01-20,Lakers,• Rajon Rondo,• Rajon Rondo,,activated from IL,7.0
2020-07-13,Lakers,• Rajon Rondo,,• Rajon Rondo,fractured right thumb (out indefinitely),
2020-07-30,Lakers,• Rajon Rondo,,• Rajon Rondo,placed on IL with fractured right thumb,
2020-08-22,Lakers,• Rajon Rondo,• Rajon Rondo,,activated from IL,23.0
2020-08-22,Lakers,• Rajon Rondo,,• Rajon Rondo,back spasms (DTD),
2020-08-24,Lakers,• Rajon Rondo,,• Rajon Rondo,placed on IL with back spasms,
2020-09-04,Lakers,• Rajon Rondo,• Rajon Rondo,,activated from IL,11.0
2020-12-22,Hawks,• Rajon Rondo,,• Rajon Rondo,placed on IL with NBA health and safety protocols,
2020-12-26,Hawks,• Rajon Rondo,• Rajon Rondo,,activated from IL,4.0
2020-12-31,Hawks,• Rajon Rondo,,• Rajon Rondo,placed on IL with sore left knee,
2021-01-04,Hawks,• Rajon Rondo,• Rajon Rondo,,activated from IL,4.0
2021-01-05,Hawks,• Rajon Rondo,,• Rajon Rondo,placed on IL with sore left knee,
2021-01-15,Hawks,• Rajon Rondo,• Rajon Rondo,,activated from IL,10.0
2021-01-27,Hawks,• Rajon Rondo,,• Rajon Rondo,placed on IL with sprained left ankle,
2021-01-29,Hawks,• Rajon Rondo,• Rajon Rondo,,activated from IL,2.0
2021-02-09,Hawks,• Rajon Rondo,,• Rajon Rondo,placed on IL with sore lower back,
2021-02-23,Hawks,• Rajon Rondo,• Rajon Rondo,,activated from IL,14.0
2021-03-24,Hawks,• Rajon Rondo,,• Rajon Rondo,right adductor injury (DTD),
2021-03-27,Clippers,• Rajon Rondo,,• Rajon Rondo,placed on IL with right adductor injury,
2021-04-04,Clippers,• Rajon Rondo,• Rajon Rondo,,activated from IL,8.0
2021-04-09,Clippers,• Rajon Rondo,,• Rajon Rondo,placed on IL with right adductor injury,
2021-04-11,Clippers,• Rajon Rondo,• Rajon Rondo,,activated from IL,2.0
2021-04-21,Clippers,• Rajon Rondo,,• Rajon Rondo,right wrist injury (DTD),
2021-04-23,Clippers,• Rajon Rondo,,• Rajon Rondo,placed on IL with right wrist injury,
2021-04-26,Clippers,• Rajon Rondo,• Rajon Rondo,,activated from IL,3.0
2021-11-10,Lakers,• Rajon Rondo,,• Rajon Rondo,strained left hamstring (DTD),
2021-11-12,Lakers,• Rajon Rondo,• Rajon Rondo,,returned to lineup,2.0
2021-12-09,Lakers,• Rajon Rondo,,• Rajon Rondo,placed on IL with gastroenteritis,
2021-12-10,Lakers,• Rajon Rondo,• Rajon Rondo,,activated from IL,1.0
2021-12-26,Lakers,• Rajon Rondo,,• Rajon Rondo,placed on IL with NBA health and safety protocols,
2022-01-07,Cavaliers,• Rajon Rondo,• Rajon Rondo,,activated from IL,12.0
2022-01-12,Cavaliers,• Rajon Rondo,,• Rajon Rondo,placed on IL with right hamstring injury,
2022-01-24,Cavaliers,• Rajon Rondo,• Rajon Rondo,,activated from IL,12.0
2022-02-25,Cavaliers,• Rajon Rondo,,• Rajon Rondo,placed on IL with right big toe injury,
2022-03-08,Cavaliers,• Rajon Rondo,• Rajon Rondo,,activated from IL,11.0
2022-03-14,Cavaliers,• Rajon Rondo,,• Rajon Rondo,placed on IL with sprained right ankle,
2022-04-03,Cavaliers,• Rajon Rondo,• Rajon Rondo,,activated from IL,20.0
2015-10-28,Pacers,• Rakeem Christmas,,• Rakeem Christmas,placed on IL,
2015-12-31,Pacers,• Rakeem Christmas,• Rakeem Christmas,,activated from IL,64.0
2016-01-02,Pacers,• Rakeem Christmas,,• Rakeem Christmas,placed on IL,
2016-04-13,Pacers,• Rakeem Christmas,• Rakeem Christmas,,activated from IL,102.0
2016-04-16,Pacers,• Rakeem Christmas,,• Rakeem Christmas,placed on IL,
2016-10-26,Pacers,• Rakeem Christmas,,• Rakeem Christmas,placed on IL,
2016-10-29,Pacers,• Rakeem Christmas,• Rakeem Christmas,,activated from IL,3.0
2016-11-01,Pacers,• Rakeem Christmas,,• Rakeem Christmas,placed on IL,
2016-11-12,Pacers,• Rakeem Christmas,• Rakeem Christmas,,activated from IL,11.0
2016-11-14,Pacers,• Rakeem Christmas,,• Rakeem Christmas,placed on IL,
2016-11-21,Pacers,• Rakeem Christmas,• Rakeem Christmas,,activated from IL,7.0
2016-11-25,Pacers,• Rakeem Christmas,,• Rakeem Christmas,placed on IL,
2016-11-30,Pacers,• Rakeem Christmas,• Rakeem Christmas,,activated from IL,5.0
2016-12-04,Pacers,• Rakeem Christmas,,• Rakeem Christmas,placed on IL,
2017-01-05,Pacers,• Rakeem Christmas,• Rakeem Christmas,,activated from IL,32.0
2017-01-07,Pacers,• Rakeem Christmas,,• Rakeem Christmas,placed on IL,
2017-01-23,Pacers,• Rakeem Christmas,• Rakeem Christmas,,activated from IL,16.0
2017-02-01,Pacers,• Rakeem Christmas,,• Rakeem Christmas,placed on IL with right groin injury,
2017-02-04,Pacers,• Rakeem Christmas,• Rakeem Christmas,,activated from IL,3.0
2017-02-13,Pacers,• Rakeem Christmas,,• Rakeem Christmas,placed on IL,
2017-02-15,Pacers,• Rakeem Christmas,• Rakeem Christmas,,activated from IL,2.0
2017-02-16,Pacers,• Rakeem Christmas,• Rakeem Christmas,,activated from IL,
2017-02-03,Hornets,• Ramon Sessions,,• Ramon Sessions,torn lateral meniscus in left knee (out indefinitely),
2017-02-08,Hornets,• Ramon Sessions,,• Ramon Sessions,surgery on left knee to repair torn lateral meniscus (out for season),
2017-02-09,Hornets,• Ramon Sessions,,• Ramon Sessions,placed on IL recovering from surgery on left knee to repair torn lateral meniscus (out for season),
2018-01-12,Knicks,• Ramon Sessions,,• Ramon Sessions,placed on IL,
2018-04-14,Wizards,• Ramon Sessions,,• Ramon Sessions,placed on IL,
2018-04-27,Wizards,• Ramon Sessions,• Ramon Sessions,,activated from IL,13.0
2016-10-26,Nets,• Randy Foye,,• Randy Foye,placed on IL with strained hamstring,
2016-11-04,Nets,• Randy Foye,• Randy Foye,,activated from IL,9.0
2016-11-19,Bucks,• Rashad Vaughn,,• Rashad Vaughn,placed on IL,
2016-11-25,Bucks,• Rashad Vaughn,• Rashad Vaughn,,activated from IL,6.0
2016-11-27,Bucks,• Rashad Vaughn,,• Rashad Vaughn,placed on IL,
2016-12-01,Bucks,• Rashad Vaughn,• Rashad Vaughn,,activated from IL,4.0
2016-12-23,Bucks,• Rashad Vaughn,,• Rashad Vaughn,placed on IL with sprained left ankle,
2017-01-10,Bucks,• Rashad Vaughn,• Rashad Vaughn,,activated from IL,18.0
2017-02-01,Bucks,• Rashad Vaughn,,• Rashad Vaughn,placed on IL,
2017-02-04,Bucks,• Rashad Vaughn,• Rashad Vaughn,,activated from IL,3.0
2017-03-15,Bucks,• Rashad Vaughn,,• Rashad Vaughn,foot injury (DTD),
2017-03-18,Bucks,• Rashad Vaughn,• Rashad Vaughn,,returned to lineup,3.0
2017-10-21,Bucks,• Rashad Vaughn,,• Rashad Vaughn,placed on IL,
2017-10-29,Bucks,• Rashad Vaughn,• Rashad Vaughn,,activated from IL,8.0
2017-12-26,Bucks,• Rashad Vaughn,,• Rashad Vaughn,placed on IL,
2018-01-20,Bucks,• Rashad Vaughn,• Rashad Vaughn,,activated from IL,25.0
2018-03-05,Magic,• Rashad Vaughn,,• Rashad Vaughn,placed on IL with sore right knee,
2018-03-07,Magic,• Rashad Vaughn,• Rashad Vaughn,,activated from IL,2.0
2015-12-18,Spurs,• Rasual Butler,,• Rasual Butler,placed on IL,
2015-12-21,Spurs,• Rasual Butler,• Rasual Butler,,activated from IL,3.0
2015-12-25,Spurs,• Rasual Butler,,• Rasual Butler,placed on IL,
2015-12-26,Spurs,• Rasual Butler,• Rasual Butler,,activated from IL,1.0
2015-12-28,Spurs,• Rasual Butler,,• Rasual Butler,placed on IL,
2016-01-06,Spurs,• Rasual Butler,• Rasual Butler,,activated from IL,9.0
2016-01-08,Spurs,• Rasual Butler,,• Rasual Butler,placed on IL,
2016-01-14,Spurs,• Rasual Butler,• Rasual Butler,,activated from IL,6.0
2016-03-07,Spurs,• Rasual Butler,,• Rasual Butler,placed on IL,
2016-03-08,Spurs,• Rasual Butler,• Rasual Butler,,activated from IL,1.0
2015-11-28,Spurs,• Ray McCallum Jr.,,• Ray McCallum Jr.,placed on IL,
2015-12-05,Spurs,• Ray McCallum Jr.,• Ray McCallum Jr.,,activated from IL,7.0
2015-12-09,Spurs,• Ray McCallum Jr.,,• Ray McCallum Jr.,placed on IL,
2015-12-12,Spurs,• Ray McCallum Jr.,,• Ray McCallum Jr.,placed on IL (P),
2015-12-26,Spurs,• Ray McCallum Jr.,• Ray McCallum Jr.,,activated from IL,14.0
2016-01-02,Spurs,• Ray McCallum Jr.,,• Ray McCallum Jr.,placed on IL,
2016-01-08,Spurs,• Ray McCallum Jr.,,• Ray McCallum Jr.,placed on IL,
2016-01-12,Spurs,• Ray McCallum Jr.,• Ray McCallum Jr.,,activated from IL,4.0
2016-01-14,Spurs,• Ray McCallum Jr.,,• Ray McCallum Jr.,placed on IL,
2016-01-21,Spurs,• Ray McCallum Jr.,• Ray McCallum Jr.,,activated from IL,7.0
2024-02-15,Blazers,• Rayan Rupert,,• Rayan Rupert,placed on IL with sprained right ankle,
2024-02-27,Blazers,• Rayan Rupert,• Rayan Rupert,,activated from IL,12.0
2016-01-20,Mavericks,• Raymond Felton,,• Raymond Felton,placed on IL with left eye injury,
2016-01-22,Mavericks,• Raymond Felton,• Raymond Felton,,activated from IL,2.0
2016-04-01,Mavericks,• Raymond Felton,,• Raymond Felton,strained right groin (DTD),
2016-04-03,Mavericks,• Raymond Felton,• Raymond Felton,,returned to lineup,2.0
2025-04-13,Nets,• Reece Beekman,,• Reece Beekman,calf injury (DTD),
2025-03-07,Rockets,• Reed Sheppard,,• Reed Sheppard,fractured right thumb (out indefinitely),
2025-03-30,Rockets,• Reed Sheppard,• Reed Sheppard,,returned to lineup,23.0
2016-02-10,Pistons,• Reggie Bullock,,• Reggie Bullock,fractured nose (DTD),
2016-02-19,Pistons,• Reggie Bullock,• Reggie Bullock,,returned to lineup,9.0
2016-03-23,Pistons,• Reggie Bullock,,• Reggie Bullock,illness (DTD),
2016-03-25,Pistons,• Reggie Bullock,• Reggie Bullock,,returned to lineup,2.0
2016-04-22,Pistons,• Reggie Bullock,,• Reggie Bullock,placed on IL with left leg injury (out for season),
2016-10-26,Pistons,• Reggie Bullock,,• Reggie Bullock,placed on IL with back injury,
