Date,Team,Player,Relinquished,Notes,EstimatedDaysOut,Year,Month,YearMonth,DurationCategory,InjuryKeyword,EstimatedDaysOutFromNotes,Injury_Start,Injury_End,Actual_Duration_Days,InSeason_Duration_Days,DayOfWeek
11/18/2022,76Ers,Tobias Harris,Tobias Harris,left hip injury (DTD),,2022,November,2022-11,day-to-day,hip,3,8/11/2020,8/12/2020,1,0,Friday
1/14/2023,76Ers,Tobias Harris,Tobias Harris,placed on IL with sore left knee,,2023,January,2023-01,other / unspecified,knee,,8/11/2020,8/12/2020,1,0,Saturday
3/6/2023,76Ers,Tobias Harris,Tobias Harris,left calf injury (DTD),,2023,March,2023-03,day-to-day,calf,3,8/11/2020,8/12/2020,1,0,Monday
3/31/2023,76Ers,Tobias Harris,Tobias Harris,placed on IL with illness,,2023,March,2023-03,other / unspecified,illness,,8/11/2020,8/12/2020,1,0,Friday
4/7/2023,76Ers,Tobias Harris,Tobias Harris,placed on IL with left hip injury,,2023,April,2023-04,other / unspecified,hip,,8/11/2020,8/12/2020,1,0,Friday
1/6/2024,76Ers,Tobias Harris,Tobias Harris,placed on IL with sore left ankle,,2024,January,2024-01,other / unspecified,ankle,,8/11/2020,8/12/2020,1,0,Saturday
1/25/2024,76Ers,Tobias Harris,Tobias Harris,illness (DTD),,2024,January,2024-01,day-to-day,illness,3,8/11/2020,8/12/2020,1,0,Thursday
1/27/2024,76Ers,Tobias Harris,Tobias Harris,placed on IL with illness,,2024,January,2024-01,other / unspecified,illness,,8/11/2020,8/12/2020,1,0,Saturday
2/3/2024,76Ers,Tobias Harris,Tobias Harris,illness (DTD),,2024,February,2024-02,day-to-day,illness,3,8/11/2020,8/12/2020,1,0,Saturday
2/12/2024,76Ers,Tobias Harris,Tobias Harris,placed on IL with left hip impingement,,2024,February,2024-02,other / unspecified,hip,,8/11/2020,8/12/2020,1,0,Monday
3/16/2024,76Ers,Tobias Harris,Tobias Harris,placed on IL with sprained right ankle,,2024,March,2024-03,other / unspecified,ankle,,8/11/2020,8/12/2020,1,0,Saturday
4/4/2024,76Ers,Tobias Harris,Tobias Harris,bruised left knee (DTD),,2024,April,2024-04,day-to-day,knee,3,8/11/2020,8/12/2020,1,0,Thursday
4/6/2024,76Ers,Tobias Harris,Tobias Harris,placed on IL with bruised left knee,,2024,April,2024-04,other / unspecified,knee,,8/11/2020,8/12/2020,1,0,Saturday
11/27/2024,Pistons,Tobias Harris,Tobias Harris,placed on IL with left hip impingement,,2024,November,2024-11,other / unspecified,hip,,11/27/2024,11/29/2024,2,3,Wednesday
12/15/2024,Pistons,Tobias Harris,Tobias Harris,placed on IL with sprained right thumb,,2024,December,2024-12,other / unspecified,Other,,11/27/2024,11/29/2024,2,3,Sunday
3/28/2025,Pistons,Tobias Harris,Tobias Harris,bruised left calf (DTD),,2025,March,2025-03,day-to-day,calf,3,11/27/2024,11/29/2024,2,3,Friday
3/30/2025,Pistons,Tobias Harris,Tobias Harris,right Achilles injury (DTD),,2025,March,2025-03,day-to-day,achilles,3,11/27/2024,11/29/2024,2,3,Sunday
4/3/2025,Pistons,Tobias Harris,Tobias Harris,placed on IL with Achilles / heel injury,,2025,April,2025-04,other / unspecified,achilles,,11/27/2024,11/29/2024,2,3,Thursday
1/10/2017,Wizards,Tomas Satoransky,Tomas Satoransky,illness (DTD),,2017,January,2017-01,day-to-day,illness,3,1/10/2017,1/14/2017,4,5,Tuesday
12/31/2020,Bulls,Tomas Satoransky,Tomas Satoransky,placed on IL with NBA health and safety protocols,,2020,December,2020-12,other / unspecified,Other,,1/3/2021,1/22/2021,19,20,Thursday
1/3/2021,Bulls,Tomas Satoransky,Tomas Satoransky,COVID-19 (DTD),,2021,January,2021-01,day-to-day,Other,3,1/3/2021,1/22/2021,19,20,Sunday
4/16/2021,Bulls,Tomas Satoransky,Tomas Satoransky,placed on IL with illness,,2021,April,2021-04,other / unspecified,illness,,1/3/2021,1/22/2021,19,20,Friday
5/15/2021,Bulls,Tomas Satoransky,Tomas Satoransky,placed on IL with sprained left ankle (out for season),,2021,May,2021-05,out for season,ankle,180,1/3/2021,1/22/2021,19,20,Saturday
1/2/2022,Pelicans,Tomas Satoransky,Tomas Satoransky,placed on IL with NBA health and safety protocols,,2022,January,2022-01,other / unspecified,Other,,1/2/2022,1/10/2022,8,9,Sunday
12/14/2015,Pelicans,Toney Douglas,Toney Douglas,placed on IL,,2015,December,2015-12,other / unspecified,Other,,12/14/2015,12/20/2015,6,7,Monday
12/13/2015,Grizzlies,Tony Allen,Tony Allen,sore right knee (DTD),,2015,December,2015-12,day-to-day,knee,3,12/13/2015,12/22/2015,9,10,Sunday
1/21/2016,Grizzlies,Tony Allen,Tony Allen,sore left knee (DTD),,2016,January,2016-01,day-to-day,knee,3,12/13/2015,12/22/2015,9,10,Thursday
2/21/2016,Grizzlies,Tony Allen,Tony Allen,sore left knee (DTD),,2016,February,2016-02,day-to-day,knee,3,12/13/2015,12/22/2015,9,10,Sunday
4/9/2016,Grizzlies,Tony Allen,Tony Allen,sore left hamstring (DTD),,2016,April,2016-04,day-to-day,hamstring,3,12/13/2015,12/22/2015,9,10,Saturday
10/26/2016,Grizzlies,Tony Allen,Tony Allen,right knee injury (DTD),,2016,October,2016-10,day-to-day,knee,3,12/13/2015,12/22/2015,9,10,Wednesday
11/8/2016,Grizzlies,Tony Allen,Tony Allen,placed on IL with right groin / knee injury,,2016,November,2016-11,other / unspecified,knee,,12/13/2015,12/22/2015,9,10,Tuesday
2/13/2017,Grizzlies,Tony Allen,Tony Allen,rest (DTD),,2017,February,2017-02,day-to-day,rest,3,12/13/2015,12/22/2015,9,10,Monday
3/21/2017,Grizzlies,Tony Allen,Tony Allen,left knee injury (DTD),,2017,March,2017-03,day-to-day,knee,3,12/13/2015,12/22/2015,9,10,Tuesday
4/4/2017,Grizzlies,Tony Allen,Tony Allen,placed on IL with left eye injury,,2017,April,2017-04,other / unspecified,Other,,12/13/2015,12/22/2015,9,10,Tuesday
4/13/2017,Grizzlies,Tony Allen,Tony Allen,strained right calf (out for season),,2017,April,2017-04,out for season,calf,180,12/13/2015,12/22/2015,9,10,Thursday
4/15/2017,Grizzlies,Tony Allen,Tony Allen,placed on IL with strained right calf muscle (out for season),,2017,April,2017-04,out for season,calf,180,12/13/2015,12/22/2015,9,10,Saturday
11/11/2017,Pelicans,Tony Allen,Tony Allen,left knee inflammation (DTD),,2017,November,2017-11,day-to-day,knee,3,11/11/2017,11/20/2017,9,10,Saturday
12/11/2017,Pelicans,Tony Allen,Tony Allen,placed on IL with fractured fibula in left leg,,2017,December,2017-12,other / unspecified,leg,,11/11/2017,11/20/2017,9,10,Monday
10/18/2017,Jazz,Tony Bradley,Tony Bradley,placed on IL,,2017,October,2017-10,other / unspecified,Other,,10/18/2017,10/24/2017,6,7,Wednesday
10/25/2017,Jazz,Tony Bradley,Tony Bradley,placed on IL,,2017,October,2017-10,other / unspecified,Other,,10/18/2017,10/24/2017,6,7,Wednesday
12/4/2017,Jazz,Tony Bradley,Tony Bradley,placed on IL,,2017,December,2017-12,other / unspecified,Other,,10/18/2017,10/24/2017,6,7,Monday
12/7/2017,Jazz,Tony Bradley,Tony Bradley,placed on IL,,2017,December,2017-12,other / unspecified,Other,,10/18/2017,10/24/2017,6,7,Thursday
12/26/2017,Jazz,Tony Bradley,Tony Bradley,placed on IL,,2017,December,2017-12,other / unspecified,Other,,10/18/2017,10/24/2017,6,7,Tuesday
1/19/2018,Jazz,Tony Bradley,Tony Bradley,placed on IL,,2018,January,2018-01,other / unspecified,Other,,10/18/2017,10/24/2017,6,7,Friday
2/12/2018,Jazz,Tony Bradley,Tony Bradley,gastroenteritis (DTD),,2018,February,2018-02,day-to-day,Other,3,10/18/2017,10/24/2017,6,7,Monday
3/13/2018,Jazz,Tony Bradley,Tony Bradley,placed on IL with concussion,,2018,March,2018-03,concussion protocol,concussion,7,10/18/2017,10/24/2017,6,7,Tuesday
4/18/2018,Jazz,Tony Bradley,Tony Bradley,placed on IL,,2018,April,2018-04,other / unspecified,Other,,10/18/2017,10/24/2017,6,7,Wednesday
1/8/2019,Jazz,Tony Bradley,Tony Bradley,surgery on right knee (out indefinitely),,2019,January,2019-01,indefinitely,knee,30,10/18/2017,10/24/2017,6,7,Tuesday
12/13/2019,Jazz,Tony Bradley,Tony Bradley,placed on IL with illness,,2019,December,2019-12,other / unspecified,illness,,10/18/2017,10/24/2017,6,7,Friday
1/30/2020,Jazz,Tony Bradley,Tony Bradley,placed on IL with sprained right knee,,2020,January,2020-01,other / unspecified,knee,,10/18/2017,10/24/2017,6,7,Thursday
3/27/2021,Thunder,Tony Bradley,Tony Bradley,placed on IL with NBA health and safety protocols,,2021,March,2021-03,other / unspecified,Other,,3/27/2021,3/29/2021,2,3,Saturday
4/26/2021,Thunder,Tony Bradley,Tony Bradley,sprained left ankle (DTD),,2021,April,2021-04,day-to-day,ankle,3,3/27/2021,3/29/2021,2,3,Monday
12/26/2021,Bulls,Tony Bradley,Tony Bradley,placed on IL with NBA health and safety protocols,,2021,December,2021-12,other / unspecified,Other,,12/26/2021,1/6/2022,11,12,Sunday
1/9/2023,Bulls,Tony Bradley,Tony Bradley,NBA health and safety protocols (DTD),,2023,January,2023-01,day-to-day,Other,3,12/26/2021,1/6/2022,11,12,Monday
4/1/2025,Pacers,Tony Bradley,Tony Bradley,placed on IL with illness,,2025,April,2025-04,other / unspecified,illness,,4/1/2025,4/3/2025,2,3,Tuesday
12/11/2015,Spurs,Tony Parker,Tony Parker,placed on IL for rest,,2015,December,2015-12,day-to-day,rest,3,12/11/2015,12/12/2015,1,2,Friday
1/4/2016,Spurs,Tony Parker,Tony Parker,placed on IL with sore right hip,,2016,January,2016-01,other / unspecified,hip,,12/11/2015,12/12/2015,1,2,Monday
1/20/2016,Spurs,Tony Parker,Tony Parker,right hip injury (DTD),,2016,January,2016-01,day-to-day,hip,3,12/11/2015,12/12/2015,1,2,Wednesday
1/21/2016,Spurs,Tony Parker,Tony Parker,placed on IL with right hip injury,,2016,January,2016-01,other / unspecified,hip,,12/11/2015,12/12/2015,1,2,Thursday
2/10/2016,Spurs,Tony Parker,Tony Parker,left ankle injury (DTD),,2016,February,2016-02,day-to-day,ankle,3,12/11/2015,12/12/2015,1,2,Wednesday
3/8/2016,Spurs,Tony Parker,Tony Parker,bruised left toe (DTD),,2016,March,2016-03,day-to-day,toe,3,12/11/2015,12/12/2015,1,2,Tuesday
3/26/2016,Spurs,Tony Parker,Tony Parker,rest (DTD),,2016,March,2016-03,day-to-day,rest,3,12/11/2015,12/12/2015,1,2,Saturday
4/8/2016,Spurs,Tony Parker,Tony Parker,rest (DTD),,2016,April,2016-04,day-to-day,rest,3,12/11/2015,12/12/2015,1,2,Friday
4/13/2016,Spurs,Tony Parker,Tony Parker,rest (DTD),,2016,April,2016-04,day-to-day,rest,3,12/11/2015,12/12/2015,1,2,Wednesday
10/29/2016,Spurs,Tony Parker,Tony Parker,knee injury / rest (DTD),,2016,October,2016-10,day-to-day,knee,3,12/11/2015,12/12/2015,1,2,Saturday
11/3/2016,Spurs,Tony Parker,Tony Parker,sore right knee (DTD),,2016,November,2016-11,day-to-day,knee,3,12/11/2015,12/12/2015,1,2,Thursday
11/4/2016,Spurs,Tony Parker,Tony Parker,placed on IL with sore right knee,,2016,November,2016-11,other / unspecified,knee,,12/11/2015,12/12/2015,1,2,Friday
11/21/2016,Spurs,Tony Parker,Tony Parker,sore knee / rest (DTD),,2016,November,2016-11,day-to-day,knee,3,12/11/2015,12/12/2015,1,2,Monday
11/30/2016,Spurs,Tony Parker,Tony Parker,rest (DTD),,2016,November,2016-11,day-to-day,rest,3,12/11/2015,12/12/2015,1,2,Wednesday
12/2/2016,Spurs,Tony Parker,Tony Parker,placed on IL with bruised left quadriceps,,2016,December,2016-12,other / unspecified,quad,,12/11/2015,12/12/2015,1,2,Friday
12/6/2016,Spurs,Tony Parker,Tony Parker,placed on IL with bruised left knee / thigh,,2016,December,2016-12,other / unspecified,knee,,12/11/2015,12/12/2015,1,2,Tuesday
12/23/2016,Spurs,Tony Parker,Tony Parker,rest (DTD),,2016,December,2016-12,day-to-day,rest,3,12/11/2015,12/12/2015,1,2,Friday
1/19/2017,Spurs,Tony Parker,Tony Parker,sore left foot (DTD),,2017,January,2017-01,day-to-day,foot,3,12/11/2015,12/12/2015,1,2,Thursday
1/24/2017,Spurs,Tony Parker,Tony Parker,placed on IL with sore left foot,,2017,January,2017-01,other / unspecified,foot,,12/11/2015,12/12/2015,1,2,Tuesday
3/1/2017,Spurs,Tony Parker,Tony Parker,placed on IL with bruised quadriceps / sore knee (DTD),,2017,March,2017-03,day-to-day,knee,3,12/11/2015,12/12/2015,1,2,Wednesday
3/9/2017,Spurs,Tony Parker,Tony Parker,stiffness in back (DTD),,2017,March,2017-03,day-to-day,back,3,12/11/2015,12/12/2015,1,2,Thursday
3/11/2017,Spurs,Tony Parker,Tony Parker,sore lower back (DTD),,2017,March,2017-03,day-to-day,back,3,12/11/2015,12/12/2015,1,2,Saturday
3/13/2017,Spurs,Tony Parker,Tony Parker,sore lower back (DTD),,2017,March,2017-03,day-to-day,back,3,12/11/2015,12/12/2015,1,2,Monday
3/15/2017,Spurs,Tony Parker,Tony Parker,placed on IL with sore lower back,,2017,March,2017-03,other / unspecified,back,,12/11/2015,12/12/2015,1,2,Wednesday
4/7/2017,Spurs,Tony Parker,Tony Parker,rest (DTD),,2017,April,2017-04,day-to-day,rest,3,12/11/2015,12/12/2015,1,2,Friday
5/4/2017,Spurs,Tony Parker,Tony Parker,ruptured quadriceps tendon in left leg (out for season),,2017,May,2017-05,out for season,leg,180,12/11/2015,12/12/2015,1,2,Thursday
5/5/2017,Spurs,Tony Parker,Tony Parker,placed on IL recovering from surgery to repair ruptured quadriceps tendon in left leg (out for season),,2017,May,2017-05,out for season,surgery,180,12/11/2015,12/12/2015,1,2,Friday
10/17/2017,Spurs,Tony Parker,Tony Parker,placed on IL recovering from surgery to repair ruptured quadriceps tendon in left leg,,2017,October,2017-10,post-surgery,surgery,60,12/11/2015,12/12/2015,1,2,Tuesday
12/3/2017,Spurs,Tony Parker,Tony Parker,placed on IL for rest,,2017,December,2017-12,day-to-day,rest,3,12/11/2015,12/12/2015,1,2,Sunday
12/9/2017,Spurs,Tony Parker,Tony Parker,placed on IL for rest,,2017,December,2017-12,day-to-day,rest,3,12/11/2015,12/12/2015,1,2,Saturday
12/16/2017,Spurs,Tony Parker,Tony Parker,placed on IL for rest,,2017,December,2017-12,day-to-day,rest,3,12/11/2015,12/12/2015,1,2,Saturday
12/20/2017,Spurs,Tony Parker,Tony Parker,rest (DTD),,2017,December,2017-12,day-to-day,rest,3,12/11/2015,12/12/2015,1,2,Wednesday
1/3/2018,Spurs,Tony Parker,Tony Parker,rest (DTD),,2018,January,2018-01,day-to-day,rest,3,12/11/2015,12/12/2015,1,2,Wednesday
1/7/2018,Spurs,Tony Parker,Tony Parker,rest (DTD),,2018,January,2018-01,day-to-day,rest,3,12/11/2015,12/12/2015,1,2,Sunday
1/11/2018,Spurs,Tony Parker,Tony Parker,sprained right ankle (DTD),,2018,January,2018-01,day-to-day,ankle,3,12/11/2015,12/12/2015,1,2,Thursday
2/9/2018,Spurs,Tony Parker,Tony Parker,tightness in back (DTD),,2018,February,2018-02,day-to-day,back,3,12/11/2015,12/12/2015,1,2,Friday
2/10/2018,Spurs,Tony Parker,Tony Parker,placed on IL with tightness in back,,2018,February,2018-02,other / unspecified,back,,12/11/2015,12/12/2015,1,2,Saturday
10/27/2018,Hornets,Tony Parker,Tony Parker,placed on IL,,2018,October,2018-10,other / unspecified,Other,,10/27/2018,10/30/2018,3,4,Saturday
11/23/2018,Hornets,Tony Parker,Tony Parker,placed on IL with rib injury,,2018,November,2018-11,other / unspecified,rib,,10/27/2018,10/30/2018,3,4,Friday
11/25/2018,Hornets,Tony Parker,Tony Parker,rib injury (DTD),,2018,November,2018-11,day-to-day,rib,3,10/27/2018,10/30/2018,3,4,Sunday
12/29/2018,Hornets,Tony Parker,Tony Parker,placed on IL,,2018,December,2018-12,other / unspecified,Other,,10/27/2018,10/30/2018,3,4,Saturday
1/12/2019,Hornets,Tony Parker,Tony Parker,placed on IL,,2019,January,2019-01,other / unspecified,Other,,10/27/2018,10/30/2018,3,4,Saturday
1/30/2019,Hornets,Tony Parker,Tony Parker,placed on IL with sore right ankle,,2019,January,2019-01,other / unspecified,ankle,,10/27/2018,10/30/2018,3,4,Wednesday
2/6/2019,Hornets,Tony Parker,Tony Parker,placed on IL with strained back,,2019,February,2019-02,other / unspecified,back,,10/27/2018,10/30/2018,3,4,Wednesday
3/9/2019,Hornets,Tony Parker,Tony Parker,placed on IL,,2019,March,2019-03,other / unspecified,Other,,10/27/2018,10/30/2018,3,4,Saturday
3/19/2019,Hornets,Tony Parker,Tony Parker,placed on IL,,2019,March,2019-03,other / unspecified,Other,,10/27/2018,10/30/2018,3,4,Tuesday
10/26/2016,Bucks,Tony Snell,Tony Snell,placed on IL with sprained left ankle,,2016,October,2016-10,other / unspecified,ankle,,10/26/2016,10/29/2016,3,4,Wednesday
4/12/2017,Bucks,Tony Snell,Tony Snell,rest (DTD),,2017,April,2017-04,day-to-day,rest,3,10/26/2016,10/29/2016,3,4,Wednesday
12/8/2017,Bucks,Tony Snell,Tony Snell,patella tendinitis in left knee (DTD),,2017,December,2017-12,day-to-day,knee,3,10/26/2016,10/29/2016,3,4,Friday
2/28/2018,Bucks,Tony Snell,Tony Snell,bruised right thigh (DTD),,2018,February,2018-02,day-to-day,thigh,3,10/26/2016,10/29/2016,3,4,Wednesday
3/25/2019,Bucks,Tony Snell,Tony Snell,sprained left ankle (DTD),,2019,March,2019-03,day-to-day,ankle,3,10/26/2016,10/29/2016,3,4,Monday
3/26/2019,Bucks,Tony Snell,Tony Snell,placed on IL with sprained left ankle,,2019,March,2019-03,other / unspecified,ankle,,10/26/2016,10/29/2016,3,4,Tuesday
3/28/2019,Bucks,Tony Snell,Tony Snell,sprained left ankle (DTD),,2019,March,2019-03,day-to-day,ankle,3,10/26/2016,10/29/2016,3,4,Thursday
11/19/2019,Pistons,Tony Snell,Tony Snell,strained left hip (DTD),,2019,November,2019-11,day-to-day,hip,3,11/23/2019,11/25/2019,2,3,Tuesday
11/23/2019,Pistons,Tony Snell,Tony Snell,placed on IL with strained left hip,,2019,November,2019-11,other / unspecified,hip,,11/23/2019,11/25/2019,2,3,Saturday
1/24/2020,Pistons,Tony Snell,Tony Snell,placed on IL with illness,,2020,January,2020-01,other / unspecified,illness,,11/23/2019,11/25/2019,2,3,Friday
12/23/2020,Hawks,Tony Snell,Tony Snell,right foot injury (DTD),,2020,December,2020-12,day-to-day,foot,3,12/23/2020,1/9/2021,17,18,Wednesday
2/13/2021,Hawks,Tony Snell,Tony Snell,placed on IL with right Achilles injury,,2021,February,2021-02,other / unspecified,achilles,,12/23/2020,1/9/2021,17,18,Saturday
4/11/2021,Hawks,Tony Snell,Tony Snell,placed on IL with sprained right ankle,,2021,April,2021-04,other / unspecified,ankle,,12/23/2020,1/9/2021,17,18,Sunday
5/10/2021,Hawks,Tony Snell,Tony Snell,placed on IL with right Achilles injury,,2021,May,2021-05,other / unspecified,achilles,,12/23/2020,1/9/2021,17,18,Monday
5/13/2021,Hawks,Tony Snell,Tony Snell,placed on IL with right Achilles injury,,2021,May,2021-05,other / unspecified,achilles,,12/23/2020,1/9/2021,17,18,Thursday
10/19/2021,Blazers,Tony Snell,Tony Snell,placed on IL with sprained right foot,,2021,October,2021-10,other / unspecified,foot,,10/19/2021,10/31/2021,12,13,Tuesday
10/28/2015,76Ers,Tony Wroten Jr.,Tony Wroten Jr.,placed on IL with knee injury,,2015,October,2015-10,other / unspecified,knee,,10/28/2015,12/5/2015,38,39,Wednesday
12/11/2015,76Ers,Tony Wroten Jr.,Tony Wroten Jr.,sore right knee (DNP),,2015,December,2015-12,other / unspecified,knee,,10/28/2015,12/5/2015,38,39,Friday
3/16/2016,Knicks,Tony Wroten Jr.,Tony Wroten Jr.,placed on IL,,2016,March,2016-03,other / unspecified,Other,,3/17/2016,6/15/2016,90,91,Wednesday
3/17/2016,Knicks,Tony Wroten Jr.,Tony Wroten Jr.,knee injury (out for season),,2016,March,2016-03,out for season,knee,180,3/17/2016,6/15/2016,90,91,Thursday
10/18/2017,Nuggets,Torrey Craig,Torrey Craig,placed on IL,,2017,October,2017-10,other / unspecified,Other,,10/18/2017,11/28/2017,41,42,Wednesday
12/2/2017,Nuggets,Torrey Craig,Torrey Craig,placed on IL,,2017,December,2017-12,other / unspecified,Other,,10/18/2017,11/28/2017,41,42,Saturday
1/13/2018,Nuggets,Torrey Craig,Torrey Craig,placed on IL,,2018,January,2018-01,other / unspecified,Other,,10/18/2017,11/28/2017,41,42,Saturday
2/15/2018,Nuggets,Torrey Craig,Torrey Craig,placed on IL with hamstring injury,,2018,February,2018-02,other / unspecified,hamstring,,10/18/2017,11/28/2017,41,42,Thursday
11/17/2018,Nuggets,Torrey Craig,Torrey Craig,hamstring injury (DTD),,2018,November,2018-11,day-to-day,hamstring,3,10/18/2017,11/28/2017,41,42,Saturday
3/14/2019,Nuggets,Torrey Craig,Torrey Craig,placed on IL with sprained left shoulder,,2019,March,2019-03,other / unspecified,shoulder,,10/18/2017,11/28/2017,41,42,Thursday
12/28/2020,Bucks,Torrey Craig,Torrey Craig,fractured nose (out indefinitely),,2020,December,2020-12,indefinitely,nose,30,12/29/2020,1/15/2021,17,18,Monday
12/29/2020,Bucks,Torrey Craig,Torrey Craig,placed on IL with fractured nose,,2020,December,2020-12,other / unspecified,nose,,12/29/2020,1/15/2021,17,18,Tuesday
12/15/2021,Pacers,Torrey Craig,Torrey Craig,illness (DTD),,2021,December,2021-12,day-to-day,illness,3,12/15/2021,12/16/2021,1,2,Wednesday
1/5/2022,Pacers,Torrey Craig,Torrey Craig,placed on IL with right groin injury,,2022,January,2022-01,other / unspecified,groin,,12/15/2021,12/16/2021,1,2,Wednesday
1/7/2022,Pacers,Torrey Craig,Torrey Craig,placed on IL with NBA health and safety protocols,,2022,January,2022-01,other / unspecified,Other,,12/15/2021,12/16/2021,1,2,Friday
5/6/2022,Suns,Torrey Craig,Torrey Craig,right elbow injury (DTD),,2022,May,2022-05,day-to-day,Other,3,5/6/2022,5/10/2022,4,5,Friday
12/2/2022,Suns,Torrey Craig,Torrey Craig,placed on IL with strained right groin,,2022,December,2022-12,other / unspecified,groin,,5/6/2022,5/10/2022,4,5,Friday
12/18/2023,Bulls,Torrey Craig,Torrey Craig,heel injury (out indefinitely),,2023,December,2023-12,indefinitely,Other,30,1/8/2024,2/3/2024,26,27,Monday
1/8/2024,Bulls,Torrey Craig,Torrey Craig,placed on IL with heel injury,,2024,January,2024-01,other / unspecified,Other,,1/8/2024,2/3/2024,26,27,Monday
2/22/2024,Bulls,Torrey Craig,Torrey Craig,sprained right knee (DTD),,2024,February,2024-02,day-to-day,knee,3,1/8/2024,2/3/2024,26,27,Thursday
